,ra,st_raerr,st_rah,st_raherr,ra_str,dec,st_decerr,dec_str,st_glon,st_glonerr,st_glat,st_glaterr,st_elon,st_elonerr,st_elat,st_elaterr,st_posn,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmn,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvn,st_uj,st_ujerr,st_ujlim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_rc,st_rcerr,st_rclim,st_ic,st_icerr,st_iclim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_irac1,st_irac1err,st_irac1lim,st_irac2,st_irac2err,st_irac2lim,st_irac3,st_irac3err,st_irac3lim,st_irac4,st_irac4err,st_irac4lim,st_mips1,st_mips1err,st_mips1lim,st_mips2,st_mips2err,st_mips2lim,st_mips3,st_mips3err,st_mips3lim,st_iras1,st_iras1err,st_iras1lim,st_iras2,st_iras2err,st_iras2lim,st_iras3,st_iras3err,st_iras3lim,st_iras4,st_iras4err,st_iras4lim,st_optmag,st_optmagerr,st_optmaglim,st_optband,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_bmvj,st_bmvjerr,st_bmvjlim,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,st_bmy,st_bmyerr,st_bmylim,st_m1,st_m1err,st_m1lim,st_c1,st_c1err,st_c1lim,st_colorn,st_spstr,st_ssperr,st_splim,st_spn,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggn,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfen,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_dens,st_denserr1,st_denserr2,st_denslim,st_densn,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agen,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsinin,st_acts,st_actserr,st_actslim,st_actsn,st_actr,st_actrerr,st_actrlim,st_actrn,st_actlx,st_actlxerr,st_actlxlim,st_actlxn,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,hd_name,hip_name,swasp_id,pl_name,pl_hostname,pl_letter,pl_pnum,pl_snum,pl_mnum,pl_status,pl_discmethod,pl_disc,pl_disc_refname,pl_publ_date,pl_facility,pl_telescope,pl_instrument,pl_locale,pl_def_refname,pl_rvflag,pl_imgflag,pl_astflag,pl_tranflag,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,pl_cbflag,pl_omflag,pl_pelink,pl_edelink,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtpern,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_orblpern,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampn,pl_conrat,pl_conraterr1,pl_conraterr2,pl_conratlim,pl_conratband,pl_conratn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinin,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massn,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtn,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insoln,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepn,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurn,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidn,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparn,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepn,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorn,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorn,pl_mrtranmid,pl_mrtranmiderr1,pl_mrtranmiderr2,pl_mrtranmidlim,pl_mrtmrefid,pl_mrtmreflink,pl_mrtsystemref,pl_st_npar,pl_st_nref,rowupdate,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,pl_angsep,pl_angseperr1,pl_angseperr2
618,296.00943,1.7e-05,19.733962,1.11e-06,19h44m02.26s,50.498385999999996,1.7e-05,+50d29m54.2s,83.48015,2e-05,12.888169,1.7e-05,322.045627,4.9e-05,69.282384,2e-05,2,,,,0.0,0,946.0,67.77,-69.77,0.0,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,14.315,0.025,0,13.876,0.027000000000000003,0,13.755999999999998,0.054000000000000006,0,13.761,0.025,0.0,13.829,0.028999999999999998,0.0,12.79,,-1.0,9.482000000000001,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.687999999999999,,0,Kepler-band,13,,,,,,,,,,,,,0.439,0.037000000000000005,0,0.12,0.06,0,0.5589999999999999,0.06,0,,,,,,,,,,5,,,,0,5261.0,99.17,-104.59,0.0,2,4.56,0.04,-0.07,0.0,2,-0.09,0.161,-0.187,0.0,2,[Fe/H],,,,,0,0.8,0.05,-0.05,0.0,2,0.84,0.05,-0.05,0.0,1,,,,,0,4.57,6.29,-2.82,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-1404 b,Kepler-1404,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-1404_b/,,15.9314739,0.0001133,-0.0001133,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.179,0.012,-0.019,0.0,2.01,0.14,-0.21,0.0,0.018000000000000002,0.001,-0.002,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.1129,0.0086,-0.0086,0.0,2,2454974.81135,0.00564,-0.00564,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.02339,0.0005200000000000001,-0.00186,0.0,1,,,,,,,,19,8,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
619,295.49665600000003,1.7e-05,19.69977707,1.11e-06,19h41m59.20s,42.537888,1.7e-05,+42d32m16.4s,76.133504,2.1e-05,9.486481,1.9e-05,312.904896,3.8e-05,62.23172099999999,2e-05,2,,,,0.0,0,642.0,81.55,-45.08,0.0,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,13.095,0.021,0,12.709000000000001,0.024,0,12.655999999999999,0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.517999999999999,,0,Kepler-band,9,,,,,,,,,,,,,0.386,0.032,0,0.053,0.032,0,0.439,0.03,0,,,,,,,,,,5,,,,0,5527.0,85.37,-124.59,0.0,3,4.5,0.05,-0.11,0.0,3,0.07,0.15,-0.149,0.0,2,[Fe/H],,,,,0,0.91,0.11,-0.06,0.0,3,0.94,0.04,-0.05,0.0,1,,,,,0,4.57,5.16,-2.88,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-492 b,Kepler-492,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-492_b/,,11.72012266,1.53e-06,-1.53e-06,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.856,0.107,-0.054000000000000006,0.0,9.59,1.2,-0.61,0.0,0.08800000000000001,0.011000000000000001,-0.006,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,0.12485399999999999,0.000692,-0.000692,0.0,1,2454975.174098,0.000105,-0.000105,0.0,1,JD,,,,,0,,,,,0,,,,,0,0.09676,0.00054,-0.0006799999999999999,0.0,1,,,,,,,,18,7,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
620,295.30754,1.7e-05,19.68716931,1.11e-06,19h41m13.81s,38.881639,1.7e-05,+38d52m53.9s,72.81372900000001,2.1e-05,7.868001,1.9e-05,310.042925,3.4e-05,58.853253,2e-05,2,,,,0.0,0,1942.0,622.45,-341.11,0.0,1,-2.4,,0.0,-14.1,,0.0,14.3,,0.0,1,,,,,0,,,,,,,,,,,,,,,,13.956,0.025,0,13.696,0.027999999999999997,0,13.727,0.049,0,13.583,0.026000000000000002,0.0,13.677,0.03,0.0,12.617,,-1.0,9.24,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.995999999999999,,0,Kepler-band,13,,,,,,,,,,,,,0.26,0.038,0,-0.031,0.055999999999999994,0,0.22899999999999998,0.055,0,,,,,,,,,,5,,,,0,6457.0,210.24,-229.75,0.0,3,4.19,0.12,-0.2,0.0,3,0.11,0.153,-0.133,0.0,2,[Fe/H],,,,,0,1.54,0.51,-0.26,0.0,3,1.36,0.16,-0.14,0.0,1,,,,,0,2.0,0.721,-0.5329999999999999,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-493 b,Kepler-493,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-493_b/,,3.00387658,9.9e-07,-9.9e-07,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,1.35,0.446,-0.22699999999999998,0.0,15.13,5.0,-2.55,0.0,0.139,0.046,-0.023,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.135771,0.000554,-0.000554,0.0,2,2454967.711271,0.000271,-0.000271,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.08962,0.0004,-0.00025,0.0,1,,,,,,,,22,9,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
621,297.214089,1.7e-05,19.81427259,1.11e-06,19h48m51.38s,41.664039,1.7e-05,+41d39m50.5s,75.982323,2.1e-05,7.948658,1.9e-05,314.710502,3.7e-05,60.947353,2e-05,2,,,,0.0,0,862.0,159.04,-120.72,0.0,1,-3.5,,0.0,-1.9,,0.0,4.0,,0.0,1,,,,,0,,,,,,,,,,,,,,,,12.899000000000001,0.023,0,12.54,0.025,0,12.468,0.021,0,12.415999999999999,0.023,0.0,12.443,0.024,0.0,12.92,,-1.0,9.498,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.152999999999999,,0,Kepler-band,13,,,,,,,,,,,,,0.359,0.034,0,0.07200000000000001,0.033,0,0.431,0.031,0,,,,,,,,,,5,,,,0,6007.0,105.19,-100.66,0.0,3,4.28,0.12,-0.12,0.0,3,0.02,0.084,-0.099,0.0,2,[Fe/H],,,,,0,1.26,0.23,-0.18,0.0,3,1.1,0.07,-0.06,0.0,1,,,,,0,4.79,1.41,-1.74,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-494 b,Kepler-494,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-494_b/,,8.02511821,2.27e-06,-2.27e-06,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.637,0.11800000000000001,-0.08900000000000001,0.0,7.14,1.32,-1.0,0.0,0.065,0.012,-0.009000000000000001,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.221621,0.000717,-0.000717,0.0,2,2454965.469125,0.000227,-0.000227,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.05225,0.00016,-0.00033999999999999997,0.0,1,,,,,,,,22,9,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
622,291.640896,1.9e-05,19.44272637,1.3e-06,19h26m33.81s,41.241049,1.7e-05,+41d14m27.8s,73.62563,2.2e-05,11.445299,2e-05,306.189401,4.1e-05,61.988451,2e-05,2,,,,0.0,0,655.0,52.09,-43.14,0.0,1,-0.7,,0.0,14.1,,0.0,14.1,,0.0,1,,,,,0,,,,,,,,,,,,,,,,13.440999999999999,0.023,0,13.023,0.019,0,12.909,0.032,0,12.914000000000001,0.024,0.0,12.998,0.026000000000000002,0.0,12.45,,-1.0,9.296,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.817,,0,Kepler-band,13,,,,,,,,,,,,,0.418,0.03,0,0.114,0.037000000000000005,0,0.532,0.039,0,,,,,,,,,,5,,,,0,5293.0,81.95,-98.03,0.0,3,4.55,0.04,-0.07,0.0,3,-0.03,0.149,-0.172,0.0,2,[Fe/H],,,,,0,0.82,0.06,-0.05,0.0,3,0.86,0.04,-0.05,0.0,1,,,,,0,4.57,6.27,-2.8,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-496 b,Kepler-496,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-496_b/,,8.30864937,1.09e-05,-1.09e-05,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.207,0.017,-0.012,0.0,2.32,0.19,-0.14,0.0,0.021,0.002,-0.001,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.13421,0.00135,-0.00135,0.0,2,2454971.1088900003,0.00106,-0.00106,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.026369999999999998,0.00057,-0.00031,0.0,1,,,,,,,,22,9,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
623,290.765882,1.9e-05,19.38439211,1.3e-06,19h23m03.81s,38.927952000000005,1.7e-05,+38d55m40.6s,71.207818,2.2e-05,11.027417999999999,2.1e-05,303.454447,3.8e-05,59.978308999999996,2e-05,2,,,,0.0,0,1070.0,282.16,-123.29,0.0,1,-2.3,,0.0,-8.6,,0.0,8.9,,0.0,1,,,,,0,,,,,,,,,,,,,,,,13.6,0.027000000000000003,0,13.287,0.027000000000000003,0,13.21,0.038,0,13.052999999999999,0.024,0.0,13.112,0.026000000000000002,0.0,12.285,,-1.0,9.083,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.72,,0,Kepler-band,13,,,,,,,,,,,,,0.313,0.038,0,0.077,0.047,0,0.39,0.047,0,,,,,,,,,,5,,,,0,5834.0,110.98,-141.15,0.0,3,4.39,0.08,-0.18,0.0,3,0.24,0.113,-0.175,0.0,2,[Fe/H],,,,,0,1.11,0.29,-0.12,0.0,3,1.09,0.1,-0.06,0.0,1,,,,,0,3.55,1.87,-1.94,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-497 b,Kepler-497,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-497_b/,,3.57320367,9.1e-07,-9.1e-07,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.539,0.141,-0.059000000000000004,0.0,6.04,1.58,-0.66,0.0,0.055,0.013999999999999999,-0.006,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,0.120154,0.000504,-0.000504,0.0,1,2454967.9342569998,0.00021099999999999998,-0.00021099999999999998,0.0,1,JD,,,,,0,,,,,0,,,,,0,0.05049,0.0005,-0.00025,0.0,1,,,,,,,,18,8,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
624,290.35812799999997,1.7e-05,19.35720853,1.11e-06,19h21m25.95s,44.518753000000004,1.7e-05,+44d31m07.5s,76.243376,2.1e-05,13.703451999999999,1.8e-05,306.565359,4e-05,65.394091,2e-05,2,,,,0.0,0,746.0,128.2,-65.22,0.0,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,13.18,0.022000000000000002,0,12.788,0.022000000000000002,0,12.755,0.023,0,12.732999999999999,0.023,0.0,12.780999999999999,0.025,0.0,12.284,0.297,0.0,9.263,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.283,,0,Kepler-band,13,,,,,,,,,,,,,0.392,0.031,0,0.033,0.032,0,0.425,0.032,0,,,,,,,,,,5,,,,0,5744.0,144.47,-96.94,0.0,3,4.47,0.06,-0.13,0.0,3,-0.04,0.145,-0.175,0.0,2,[Fe/H],,,,,0,0.96,0.16,-0.08,0.0,3,0.98,0.06,-0.06,0.0,1,,,,,0,3.89,3.61,-2.2,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-498 b,Kepler-498,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-498_b/,,9.61375356,1.173e-05,-1.173e-05,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.27,0.045,-0.03,0.0,3.03,0.5,-0.34,0.0,0.027999999999999997,0.005,-0.003,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.197104,0.001662,-0.001662,0.0,2,2454965.1850900003,0.00101,-0.00101,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.028569999999999998,0.00049,-0.0022600000000000003,0.0,1,,,,,,,,22,9,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
625,295.10994500000004,1.7e-05,19.67399633,1.11e-06,19h40m26.39s,43.915207,1.7e-05,+43d54m54.7s,77.232628,2.1e-05,10.383311,1.8e-05,313.461379,3.9e-05,63.614568999999996,2e-05,2,,,,0.0,0,523.0,46.82,-34.59,0.0,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,12.946,0.025,0,12.511,0.023,0,12.405,0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.353,,0,Kepler-band,9,,,,,,,,,,,,,0.435,0.034,0,0.106,0.033,0,0.541,0.035,0,,,,,,,,,,5,,,,0,5312.0,140.65,-145.28,0.0,3,4.55,0.04,-0.08,0.0,3,0.0,0.14800000000000002,-0.17300000000000001,0.0,2,[Fe/H],,,,,0,0.83,0.07,-0.05,0.0,3,0.87,0.05,-0.05,0.0,1,,,,,0,4.57,6.34,-2.85,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-499 b,Kepler-499,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-499_b/,,5.63252845,5.75e-06,-5.75e-06,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.19399999999999998,0.022000000000000002,-0.013999999999999999,0.0,2.17,0.25,-0.16,0.0,0.02,0.002,-0.001,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.08971,0.00116,-0.00116,0.0,2,2454966.817942,0.0008269999999999999,-0.0008269999999999999,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.023969999999999998,0.00193,-0.00098,0.0,1,,,,,,,,22,8,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
626,297.201554,1.7e-05,19.81343693,1.11e-06,19h48m48.37s,41.730206,1.7e-05,+41d43m48.7s,76.035843,2.1e-05,7.989356,1.9e-05,314.74375,3.7e-05,61.012203,2e-05,2,,,,0.0,0,1044.0,177.53,-105.46,0.0,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,13.66,0.027000000000000003,0,13.272,0.025,0,13.34,0.037000000000000005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.762,,0,Kepler-band,9,,,,,,,,,,,,,0.38799999999999996,0.037000000000000005,0,-0.068,0.045,0,0.32,0.046,0,,,,,,,,,,5,,,,0,5904.0,207.83,-126.78,0.0,3,4.42,0.07,-0.11,0.0,3,-0.03,0.14,-0.171,0.0,2,[Fe/H],,,,,0,1.04,0.17,-0.1,0.0,3,1.03,0.08,-0.06,0.0,1,,,,,0,3.31,2.65,-1.69,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-501 b,Kepler-501,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-501_b/,,5.64067757,3.78e-06,-3.78e-06,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.384,0.062,-0.040999999999999995,0.0,4.3,0.69,-0.46,0.0,0.039,0.006,-0.004,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.1209,0.0014960000000000002,-0.0014960000000000002,0.0,2,2454971.556194,0.000556,-0.000556,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.03808,0.00028,-0.0019100000000000002,0.0,1,,,,,,,,22,8,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
627,291.08013,1.7e-05,19.405342,1.11e-06,19h24m19.23s,43.860203000000006,1.7e-05,+43d51m36.7s,75.855328,2.1e-05,12.955712,1.8e-05,307.201577,3.9e-05,64.60074300000001,2e-05,2,,,,0.0,0,1433.0,441.19,-195.91,0.0,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,13.914000000000001,0.026000000000000002,0,13.628,0.027999999999999997,0,13.592,0.038,0,13.519,0.026000000000000002,0.0,13.537,0.027999999999999997,0.0,12.788,0.41700000000000004,0.0,9.262,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.982000000000001,,0,Kepler-band,13,,,,,,,,,,,,,0.28600000000000003,0.038,0,0.036000000000000004,0.047,0,0.322,0.046,0,,,,,,,,,,5,,,,0,6125.0,113.77,-154.49,0.0,3,4.33,0.1,-0.19,0.0,3,0.05,0.138,-0.155,0.0,2,[Fe/H],,,,,0,1.22,0.37,-0.16,0.0,3,1.15,0.13,-0.09,0.0,1,,,,,0,3.09,1.31,-1.34,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-502 b,Kepler-502,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-502_b/,,4.28686431,3.22e-06,-3.22e-06,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.426,0.13,-0.059000000000000004,0.0,4.77,1.46,-0.66,0.0,0.044000000000000004,0.013000000000000001,-0.006,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.18429600000000002,0.002754,-0.002754,0.0,2,2454971.615466,0.000618,-0.000618,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.03614,0.00025,-0.00187,0.0,1,,,,,,,,22,9,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
