,ra,st_raerr,st_rah,st_raherr,ra_str,dec,st_decerr,dec_str,st_glon,st_glonerr,st_glat,st_glaterr,st_elon,st_elonerr,st_elat,st_elaterr,st_posn,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmn,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvn,st_uj,st_ujerr,st_ujlim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_rc,st_rcerr,st_rclim,st_ic,st_icerr,st_iclim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_irac1,st_irac1err,st_irac1lim,st_irac2,st_irac2err,st_irac2lim,st_irac3,st_irac3err,st_irac3lim,st_irac4,st_irac4err,st_irac4lim,st_mips1,st_mips1err,st_mips1lim,st_mips2,st_mips2err,st_mips2lim,st_mips3,st_mips3err,st_mips3lim,st_iras1,st_iras1err,st_iras1lim,st_iras2,st_iras2err,st_iras2lim,st_iras3,st_iras3err,st_iras3lim,st_iras4,st_iras4err,st_iras4lim,st_optmag,st_optmagerr,st_optmaglim,st_optband,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_bmvj,st_bmvjerr,st_bmvjlim,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,st_bmy,st_bmyerr,st_bmylim,st_m1,st_m1err,st_m1lim,st_c1,st_c1err,st_c1lim,st_colorn,st_spstr,st_ssperr,st_splim,st_spn,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggn,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfen,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_dens,st_denserr1,st_denserr2,st_denslim,st_densn,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agen,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsinin,st_acts,st_actserr,st_actslim,st_actsn,st_actr,st_actrerr,st_actrlim,st_actrn,st_actlx,st_actlxerr,st_actlxlim,st_actlxn,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,hd_name,hip_name,swasp_id,pl_name,pl_hostname,pl_letter,pl_pnum,pl_snum,pl_mnum,pl_status,pl_discmethod,pl_disc,pl_disc_refname,pl_publ_date,pl_facility,pl_telescope,pl_instrument,pl_locale,pl_def_refname,pl_rvflag,pl_imgflag,pl_astflag,pl_tranflag,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,pl_cbflag,pl_omflag,pl_pelink,pl_edelink,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtpern,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_orblpern,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampn,pl_conrat,pl_conraterr1,pl_conraterr2,pl_conratlim,pl_conratband,pl_conratn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinin,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massn,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtn,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insoln,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepn,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurn,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidn,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparn,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepn,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorn,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorn,pl_mrtranmid,pl_mrtranmiderr1,pl_mrtranmiderr2,pl_mrtranmidlim,pl_mrtmrefid,pl_mrtmreflink,pl_mrtsystemref,pl_st_npar,pl_st_nref,rowupdate,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,pl_angsep,pl_angseperr1,pl_angseperr2
853,287.655008,1.9e-05,19.17700054,1.3e-06,19h10m37.20s,39.244279999999996,1.7e-05,+39d14m39.4s,70.44931700000001,2.2e-05,13.346993,2.1e-05,298.90275299999996,3.9e-05,60.924016,2e-05,2,,,,0.0,0,378.0,16.19,-13.8,0.0,1,5.3,,0.0,-28.8,,0.0,29.3,,0.0,1,,,,,0,,,,,,,,,,,,,,,,10.835999999999999,0.021,0,10.485999999999999,0.022000000000000002,0,10.446,0.02,0,10.402000000000001,0.023,0.0,10.447000000000001,0.02,0.0,10.363,0.064,0.0,8.827,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.947000000000001,,0,Kepler-band,13,,,,,,,,,,,,,0.35,0.03,0,0.04,0.03,0,0.39,0.028999999999999998,0,,,,,,,,,,5,,,,0,5746.0,66.6,-58.76,0.0,3,4.09,0.01,-0.01,0.0,3,-0.35,0.095,-0.079,0.0,2,[Fe/H],,,,,0,1.41,0.06,-0.05,0.0,3,0.91,0.06,-0.05,0.0,1,,,,,0,10.47,2.3,-2.1,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-510 b,Kepler-510,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-510_b/,,19.55659418,3.606e-05,-3.606e-05,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.22,0.021,-0.011000000000000001,0.0,2.47,0.23,-0.12,0.0,0.023,0.002,-0.001,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.33689600000000003,0.0025629999999999997,-0.0025629999999999997,0.0,2,2455022.04399,0.00141,-0.00141,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.01647,0.0013599999999999999,-0.00061,0.0,1,,,,,,,,22,9,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
854,283.23581,1.9e-05,18.88238733,1.3e-06,18h52m56.59s,41.343037,1.7e-05,+41d20m34.9s,71.101732,2.2e-05,17.266714999999998,2e-05,292.858318,4e-05,63.735742,1.9e-05,2,,,,,0,,,,,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,10.797,0.023,0,10.515999999999998,0.023,0,10.424000000000001,0.019,0,10.383,0.023,0.0,10.425,0.019,0.0,10.389000000000001,0.054000000000000006,0.0,8.849,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.818,,0,Kepler-band,13,,,,,,,,,,,,,0.281,0.033,0,0.092,0.03,0,0.373,0.03,0,,,,,,,,,,5,,,,0,6003.0,146.0,-146.0,0.0,5,4.31,0.15,-0.15,0.0,5,-0.053,,,0.0,3,[Fe/H],,,,,0,1.18,0.23,-0.23,0.0,5,,,,,2,,,,,0,,,,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-132 e,Kepler-132,e,4,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-132_e/,,110.2869374,0.000878,-0.000878,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.105,0.013999999999999999,-0.011000000000000001,0.0,1.18,0.16,-0.12,0.0,0.011000000000000001,0.001,-0.001,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.18508,0.00717,-0.00717,0.0,2,2455072.21903,0.00494,-0.00494,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.00995,0.00045,-0.00055,0.0,1,,,,,,,,30,11,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
855,282.945693,2.2e-05,18.8630462,1.48e-06,18h51m46.97s,47.574875,1.7e-05,+47d34m29.5s,77.191695,2.2e-05,19.614310999999997,2e-05,296.019678,5.5e-05,69.847394,2e-05,2,,,,0.0,0,448.0,120.62,-71.09,0.0,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,11.534,0.02,0,11.22,0.018000000000000002,0,11.187000000000001,0.016,0,11.144,0.023,0.0,11.179,0.02,0.0,11.044,0.094,0.0,9.347000000000001,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.747,,0,Kepler-band,11,,,,,,,,,,,,,0.314,0.027000000000000003,0,0.033,0.024,0,0.34700000000000003,0.026000000000000002,0,,,,,,,,,,5,,,,0,5770.0,52.35,-56.66,0.0,2,4.28,0.14,-0.17,0.0,2,0.01,0.071,-0.153,0.0,1,[Fe/H],,,,,0,1.2,0.32,-0.19,0.0,2,1.0,0.06,-0.06,0.0,1,,,,,0,7.94,1.3,-1.99,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-511 b,Kepler-511,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-511_b/,,296.637865,0.0004472,-0.0004472,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.5670000000000001,0.125,-0.091,0.0,6.35,1.4,-1.02,0.0,0.057999999999999996,0.013000000000000001,-0.009000000000000001,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.675962,0.002275,-0.002275,0.0,2,2455236.672788,0.000944,-0.000944,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.04844,0.00016,-0.0003,0.0,1,,,,,,,,18,9,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
856,298.26896,1.9e-05,19.88459733,1.3e-06,19h53m04.55s,48.916740000000004,1.7e-05,+48d55m00.3s,82.760983,2.1e-05,10.853314,1.9e-05,323.39427,5e-05,67.188016,2.1e-05,2,,,,0.0,0,531.0,94.38,-63.12,0.0,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,11.617,0.022000000000000002,0,11.347000000000001,0.017,0,11.315,0.022000000000000002,0,11.262,0.022000000000000002,0.0,11.32,0.02,0.0,11.255,0.121,0.0,9.052,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.674000000000001,,0,Kepler-band,13,,,,,,,,,,,,,0.27,0.027999999999999997,0,0.032,0.027999999999999997,0,0.302,0.031,0,,,,,,,,,,5,,,,0,5997.0,75.84,-67.77,0.0,3,4.28,0.1,-0.12,0.0,3,0.22,0.08199999999999999,-0.076,0.0,2,[Fe/H],,,,,0,1.3,0.24,-0.15,0.0,3,1.17,0.07,-0.05,0.0,1,,,,,0,3.72,1.0,-1.5,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-512 b,Kepler-512,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-512_b/,,34.43587975,8.258e-05,-8.258e-05,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.24,0.044000000000000004,-0.027999999999999997,0.0,2.69,0.49,-0.31,0.0,0.025,0.004,-0.003,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.242775,0.002688,-0.002688,0.0,2,2455026.03913,0.00165,-0.00165,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.01881,0.0004,-0.00026000000000000003,0.0,1,,,,,,,,22,9,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
857,285.04168599999997,1.7e-05,19.00277907,1.11e-06,19h00m10.00s,50.075375,1.7e-05,+50d04m31.4s,80.17760799999999,2e-05,19.143893,1.6e-05,302.28721,5e-05,71.83187,1.9e-05,2,,,,0.0,0,467.0,64.1,-42.91,0.0,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,11.845999999999998,0.025,0,11.550999999999998,0.017,0,11.469000000000001,0.023,0,11.440999999999999,0.022000000000000002,0.0,11.481,0.021,0.0,11.299000000000001,0.095,0.0,9.225,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.935,,0,Kepler-band,13,,,,,,,,,,,,,0.295,0.03,0,0.08199999999999999,0.028999999999999998,0,0.377,0.034,0,,,,,,,,,,5,,,,0,5849.0,61.71,-55.43,0.0,3,4.39,0.09,-0.11,0.0,3,-0.01,0.096,-0.11199999999999999,0.0,2,[Fe/H],,,,,0,1.06,0.15,-0.1,0.0,3,1.02,0.04,-0.04,0.0,1,,,,,0,5.5,1.9,-3.01,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-513 b,Kepler-513,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-513_b/,,28.86235584,6.735e-05,-6.735e-05,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.196,0.027999999999999997,-0.018000000000000002,0.0,2.2,0.31,-0.2,0.0,0.02,0.003,-0.002,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.216842,0.0026829999999999996,-0.0026829999999999996,0.0,2,2455011.48474,0.0017699999999999999,-0.0017699999999999999,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.01929,0.00056,-0.0003,0.0,1,,,,,,,,22,9,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
858,286.247188,1.7e-05,19.08314587,1.11e-06,19h04m59.33s,50.242409,1.7e-05,+50d14m32.7s,80.623722,2e-05,18.476034,1.6e-05,304.79056,5.1e-05,71.72383,1.9e-05,2,,,,0.0,0,489.0,75.02,-54.79,0.0,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,11.202,0.026000000000000002,0,10.905999999999999,0.027999999999999997,0,10.875,0.019,0,10.85,0.021,0.0,10.880999999999998,0.018000000000000002,0.0,10.82,0.063,0.0,9.15,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.182,,0,Kepler-band,13,,,,,,,,,,,,,0.29600000000000004,0.038,0,0.031,0.034,0,0.327,0.032,0,,,,,,,,,,5,,,,0,6106.0,72.75,-68.2,0.0,3,4.23,0.09,-0.1,0.0,3,0.36,0.067,-0.071,0.0,2,[Fe/H],,,,,0,1.44,0.23,-0.16,0.0,3,1.28,0.07,-0.05,0.0,1,,,,,0,2.69,0.5,-0.9009999999999999,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-514 b,Kepler-514,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-514_b/,,5.65179605,1.087e-05,-1.087e-05,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.153,0.025,-0.017,0.0,1.72,0.28,-0.19,0.0,0.016,0.003,-0.002,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.12203800000000001,0.0018170000000000003,-0.0018170000000000003,0.0,2,2455005.27893,0.00144,-0.00144,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.010759999999999999,0.00028,-0.00013000000000000002,0.0,1,,,,,,,,22,9,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
859,290.49391299999996,2.2e-05,19.36626087,1.48e-06,19h21m58.54s,52.055611,1.7e-05,+52d03m20.2s,83.423679,2.2e-05,16.671891,1.9e-05,315.069242,6.500000000000001e-05,72.296894,2.1e-05,2,,,,0.0,0,255.0,10.47,-9.17,0.0,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,11.295,0.023,0,10.946,0.033,0,10.885,0.026000000000000002,0,10.692,0.023,0.0,10.744000000000002,0.021,0.0,10.7,0.051,0.0,9.177,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.713,,0,Kepler-band,11,,,,,,,,,,,,,0.349,0.04,0,0.061,0.042,0,0.41,0.035,0,,,,,,,,,,5,,,,0,5293.0,49.66,-61.29,0.0,2,4.55,0.02,-0.03,0.0,2,0.08,0.139,-0.11199999999999999,0.0,1,[Fe/H],,,,,0,0.83,0.03,-0.03,0.0,2,0.9,0.03,-0.03,0.0,1,,,,,0,3.39,3.43,-1.77,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-515 b,Kepler-515,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-515_b/,,19.96371318,5.659e-05,-5.659e-05,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.13,0.005,-0.004,0.0,1.46,0.06,-0.05,0.0,0.013000000000000001,0.001,-0.0,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.10343800000000002,0.003946,-0.003946,0.0,2,2455011.30562,0.0025,-0.0025,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.016030000000000003,0.00022999999999999998,-0.00033999999999999997,0.0,1,,,,,,,,18,9,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
860,295.608779,1.7e-05,19.70725194,1.11e-06,19h42m26.11s,38.735735999999996,1.7e-05,+38d44m08.6s,72.798698,2.1e-05,7.592014999999999,1.9e-05,310.377409,3.4e-05,58.638142,2e-05,2,,,,0.0,0,777.0,193.38,-156.53,0.0,1,-8.8,,0.0,-3.1,,0.0,9.3,,0.0,1,,,,,0,,,,,,,,,,,,,,,,11.18,0.023,0,11.052999999999999,0.018000000000000002,0,10.987,0.013999999999999999,0,10.949000000000002,0.023,0.0,10.985,0.021,0.0,10.901,0.081,0.0,8.67,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.059000000000001,,0,Kepler-band,13,,,,,,,,,,,,,0.127,0.028999999999999998,0,0.066,0.023,0,0.193,0.027000000000000003,0,,,,,,,,,,5,,,,0,7099.0,172.5,-234.72,0.0,3,4.04,0.14,-0.15,0.0,3,0.01,0.157,-0.159,0.0,2,[Fe/H],,,,,0,2.02,0.5,-0.41,0.0,3,1.62,0.18,-0.17,0.0,1,,,,,0,1.32,0.28,-0.19,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-516 b,Kepler-516,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-516_b/,,24.85462415,2.819e-05,-2.819e-05,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.512,0.128,-0.10300000000000001,0.0,5.74,1.43,-1.16,0.0,0.053,0.013000000000000001,-0.011000000000000001,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,0.37327899999999997,0.0026579999999999998,-0.0026579999999999998,0.0,1,2455007.0009790002,0.00093,-0.00093,0.0,1,JD,,,,,0,,,,,0,,,,,0,0.0261,5.9999999999999995e-05,-0.0007700000000000001,0.0,1,,,,,,,,18,8,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
861,293.675335,1.7e-05,19.57835566,1.11e-06,19h34m42.08s,41.295348,1.7e-05,+41d17m43.3s,74.376339,2.1e-05,10.104667,1.9e-05,309.285033,3.6e-05,61.54452,2e-05,2,,,,0.0,0,284.0,34.3,-24.5,0.0,1,27.3,,0.0,-30.0,,0.0,40.6,,0.0,1,,,,,0,,,,,,,,,,,,,,,,11.02,0.021,0,10.667,0.022000000000000002,0,10.630999999999998,0.018000000000000002,0,10.454,0.023,0.0,10.511,0.02,0.0,10.504000000000001,0.07,0.0,9.176,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.193,,0,Kepler-band,13,,,,,,,,,,,,,0.353,0.03,0,0.036000000000000004,0.027999999999999997,0,0.389,0.027999999999999997,0,,,,,,,,,,5,,,,0,5690.0,85.16,-68.99,0.0,3,4.43,0.08,-0.1,0.0,3,-0.06,0.106,-0.115,0.0,2,[Fe/H],,,,,0,0.98,0.12,-0.08,0.0,3,0.95,0.04,-0.04,0.0,1,,,,,0,6.31,3.15,-3.81,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-517 b,Kepler-517,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-517_b/,,60.92832271,7.053e-05,-7.053e-05,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.23800000000000002,0.028999999999999998,-0.02,0.0,2.67,0.32,-0.22,0.0,0.024,0.003,-0.002,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.263592,0.001342,-0.001342,0.0,2,2455006.3705189996,0.000981,-0.000981,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.02475,0.00033999999999999997,-0.00018,0.0,1,,,,,,,,22,9,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
862,287.08997200000005,1.9e-05,19.13933146,1.3e-06,19h08m21.59s,41.373872999999996,1.7e-05,+41d22m25.9s,72.276098,2.2e-05,14.603344,2e-05,299.16381,4.1e-05,63.093293,2e-05,2,,,,0.0,0,324.0,8.12,-7.77,0.0,1,3.3,,0.0,-21.0,,0.0,21.3,,0.0,1,,,,,0,,,,,,,,,,,,,,,,11.472000000000001,0.021,0,11.192,0.022000000000000002,0,11.109000000000002,0.019,0,11.097000000000001,0.023,0.0,11.127,0.02,0.0,10.940999999999999,0.084,0.0,9.058,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.549000000000001,,0,Kepler-band,13,,,,,,,,,,,,,0.28,0.03,0,0.083,0.028999999999999998,0,0.363,0.027999999999999997,0,,,,,,,,,,5,,,,0,5842.0,57.63,-51.77,0.0,3,4.53,0.01,-0.01,0.0,3,-0.23,0.079,-0.083,0.0,2,[Fe/H],,,,,0,0.88,0.02,-0.02,0.0,3,0.96,0.02,-0.02,0.0,2,,,,,0,1.35,0.47,-0.24,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-518 b,Kepler-518,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-518_b/,,8.51203588,4.5e-06,-4.5e-06,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.188,0.004,-0.004,0.0,2.11,0.05,-0.05,0.0,0.019,0.0,-0.0,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.091317,0.0006580000000000001,-0.0006580000000000001,0.0,2,2455007.9097990002,0.000424,-0.000424,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.022,0.0003,-0.00011,0.0,1,,,,,,,,23,9,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
