ra,dec
337.39783,-10.99843
339.20207,-10.08825
341.54445,-8.91869
343.97142,-7.71709
346.47179,-6.48711
349.03614,-5.23251
351.65659,-3.95714
354.86614,-2.40487
357.58887,-1.09788
