ra,dec
184.379593,-5.75898
182.641678,-0.412504
181.333618,-3.37859
188.898987,-4.57485
190.44104,-1.10001
181.840439,-0.376643
184.576218,-0.151992
191.598679,-8.7471
192.277664,-2.38224
181.985123,-3.52952
186.040894,-3.05405
191.744354,1.5716
189.145599,-3.40804
186.909256,-3.65076
192.857956,-8.3756
191.515381,-6.44809
190.175003,0.643601
189.87915,-4.90583
180.493576,-0.387427
183.40564,-6.22068
182.454041,-0.591055
193.661224,-2.29872
192.730988,-1.48978
190.574631,-1.29188
182.637344,-8.99851
190.843842,-0.00074879
187.535736,-3.65782
192.798737,-0.966092
185.114548,2.57069
192.55574,-8.27658
189.510757,-3.39441
190.317245,0.739738
190.448822,1.53301
189.609039,1.94868
192.188599,-1.74957
191.41658,1.96814
188.997772,-4.09047
182.443619,-0.436014
191.125336,1.26776
190.536667,-4.0016
183.160187,-6.52612
191.035843,1.87146
189.603317,-10.8979
182.713226,-6.29728
182.292664,-0.969919
191.150864,-7.29092
190.392242,-2.00391
192.20845,-1.34917
189.760422,0.849718
188.804062,-4.83676
183.477798,-1.08459
187.664536,-1.49499
182.694107,-0.419078
189.463196,-3.50364
190.920792,-7.31142
192.308899,-7.3942
188.947754,-5.21974
182.236725,-2.27002
189.562271,-10.4995
190.02681,-3.58736
181.393646,-6.77191
190.660919,-2.03982
192.68042,-3.13449
182.423874,-5.74931
180.029404,-3.79205
181.201019,-0.962894
186.762253,-1.20677
191.065445,1.23889
183.438599,-8.39641
187.028442,-4.96867
187.549973,-0.155846
190.647141,-4.91264
182.264023,-2.69807
190.457886,-1.64639
184.781113,-4.82761
190.016403,0.343807
187.51355,-10.9663
189.554199,2.213
193.025955,-7.96159
187.846863,0.536507
182.196899,-1.03806
187.032928,-5.93762
184.852463,-0.294087
191.892548,-7.87395
191.060501,0.109509
183.93454,-10.4348
186.787048,-3.4191
185.545975,-4.31784
186.967255,-7.2769
185.79306,0.934896
184.218842,-8.59492
192.580231,-2.94713
190.89183,0.435801
182.702698,-8.78198
185.2285,-1.27408
192.838577,-1.82089
189.350143,-4.59614
185.344025,-6.1487
188.30484,-0.997654
187.27858,2.23009
184.739807,-4.64081
189.319931,1.22194
189.604416,-1.43946
185.714478,-3.5227
184.75061,2.68354
190.546463,-5.19349
180.792877,-3.53208
183.526031,-3.52948
190.239456,0.97161
189.522949,-4.45238
191.10527,1.7577
181.911362,-3.73157
188.216583,-9.16855
187.419952,-4.03788
188.323547,-5.13983
187.648209,-3.85445
190.339874,-2.02124
183.853516,-6.924
193.358521,-2.2572
190.871017,-3.98715
189.802124,-9.37
185.611496,0.837979
184.095612,-6.80716
183.864944,1.67226
187.562592,2.24935
185.396255,1.47594
187.535431,-2.23854
189.869537,-10.4408
181.57048,-7.04561
193.549454,-3.27232
187.660309,2.58038
190.772308,-2.22535
182.126358,-7.20883
191.875793,-3.02073
183.553009,-1.26347
189.78389,-3.72423
187.203384,-0.383999
188.612625,-10.1597
181.052246,0.802546
182.657455,0.211625
190.585907,-5.71928
183.280563,-7.28378
193.65416,-2.92884
185.257462,-7.41591
183.884796,-2.39287
190.414764,-5.49945
187.502029,-10.6215
182.978333,-5.73196
188.173615,0.537526
190.951935,-7.59587
191.371689,-7.8298
186.610382,-7.61567
190.6427,-1.56688
188.568893,-5.26969
192.405823,-8.68211
191.801331,-1.56931
187.647247,-1.51799
181.957169,-3.94746
188.395477,1.64437
191.390442,0.288228
188.826233,1.58887
188.632599,1.55814
186.180222,-0.418595
182.347702,-9.40431
183.871353,-1.43447
181.512726,0.487789
190.536163,-1.94433
191.025269,-0.818423
192.160202,-1.77705
190.562561,-2.15283
182.729721,-6.70436
185.243851,-2.62222
183.766098,-8.41753
187.143677,1.80435
193.743744,-3.3444
192.591721,-8.65409
193.338638,-1.38126
189.696426,-1.47438
188.205246,-10.7401
192.879562,-1.67779
190.857513,-7.83921
191.583984,-2.93456
190.683853,-1.23246
189.590454,1.81407
190.255066,1.50969
180.390656,-5.18974
187.817215,-10.0812
187.125,-0.890436
183.724915,-8.142
192.283676,-1.83725
190.098755,0.246228
183.848679,-0.330917
190.222,-4.95185
183.566833,-1.13584
189.23262,-0.561872
188.987762,-3.49773
181.764267,-3.58786
186.834625,-9.28237
183.972015,-0.60201
180.670853,-1.93643
187.892273,-9.35113
187.411804,-5.98371
191.812057,-6.99898
191.817825,-2.33419
189.592773,-0.831489
192.971939,-0.940379
180.527969,-0.241509
191.920364,-2.83038
186.698746,-7.71899
187.731796,-9.90201
191.696228,-2.26999
185.913757,2.48969
190.617401,-4.99993
190.656097,-5.06297
189.899597,-4.8688
188.8629,-2.48418
193.421646,-1.50508
189.338974,-9.73465
184.62207,-0.621228
190.864197,0.631615
186.543945,-3.84619
193.126816,-3.11428
187.716766,0.527246
181.249222,-2.12379
181.604645,-0.717954
183.744003,-0.0766056
180.815948,-6.94775
186.020172,-9.37307
183.126846,-8.41465
193.212433,-2.57289
185.557632,-4.35707
187.306076,2.21495
180.821701,-3.66383
191.030045,0.519585
190.502121,-5.45114
185.888412,-8.50873
184.231995,-3.15003
191.909119,-6.62665
183.925629,-9.96863
181.499039,-2.90887
189.645538,1.20621
182.425812,-8.32329
185.225281,-7.69629
183.469711,-6.9256
192.062485,-2.74027
186.460022,-8.91402
190.370575,2.17128
180.781921,-6.82012
191.309616,1.14191
184.125336,-8.41623
188.088715,-3.44945
187.341476,-3.69517
192.730637,-8.62328
193.120377,-0.925749
190.881699,0.701024
185.199402,2.66097
193.683594,-2.90663
183.368256,-8.91065
183.531906,-9.73457
181.631607,-3.48032
190.208771,0.754238
182.840057,-4.41739
184.539383,-0.747559
189.003998,-3.61241
187.530136,-2.0936
184.796478,-1.09377
188.842194,-3.13439
193.122391,-2.75062
191.159927,0.934346
184.987198,-0.85047
191.007248,-1.69626
183.542572,1.27693
190.081131,2.2933
192.97345,-1.06416
190.277679,-4.33073
193.004105,-7.54357
183.670807,-6.60795
181.374542,-1.08184
191.304031,-7.21511
183.064926,-6.09829
181.672028,-2.96109
184.58844,-0.451568
189.671646,-4.74232
191.652542,-7.47721
192.87326,-3.22996
190.41806,1.52202
187.67067,-5.94443
183.75264,-7.26101
188.292572,2.31074
183.697784,0.515294
186.056625,-2.94889
193.455246,-2.46677
186.075058,-3.06264
183.749313,-5.93456
187.551682,-1.54336
183.261032,-8.17507
181.673004,0.698442
185.709869,-3.91019
183.822372,-2.7007
185.588043,1.24023
193.594055,-1.52607
185.167953,2.75826
193.673355,-3.32716
190.16452,-5.2797
180.251114,-2.90177
184.811554,-4.89836
180.417877,-3.91909
190.4711,-2.03702
191.871796,-8.06074
184.685104,-2.99379
187.324188,-4.71105
186.585434,-10.4874
181.850266,-0.434941
186.455963,-6.333
180.481445,-1.0793
182.521713,-9.36512
191.466614,-8.66835
190.98793,-6.66623
185.014145,0.861201
186.468231,-3.70125
181.891281,-0.206748
182.029968,-2.30077
188.837341,-2.49025
190.766907,0.883776
191.784927,-2.53051
181.21637,-5.48243
193.18306,-2.12761
186.911697,-6.71618
190.670792,-1.46325
189.773422,0.282937
185.327118,-7.46752
187.40332,-7.20322
190.967545,-1.63058
193.606247,-1.54062
184.864975,-4.38572
183.346939,-8.97983
182.717072,0.23232
191.481522,-7.63815
184.827545,-4.1031
182.289078,-0.379628
181.613037,-5.21416
180.622406,-0.666893
187.807236,1.51336
194.08728,-1.99352
184.704437,3.14335
188.239502,1.05768
190.505844,0.470959
189.898438,-0.738756
187.280716,-11.0624
191.760956,-8.47655
185.945633,2.26313
191.087418,0.761347
189.753204,0.124829
186.585495,-6.05516
182.319855,-1.37892
183.989288,-5.4737
189.71434,1.61839
187.651993,-11.0795
186.121506,-7.53645
189.813812,0.296353
186.099854,-9.53404
187.152924,-0.273386
187.710175,-4.3875
181.254578,-6.68635
187.827026,2.76921
191.491577,0.480792
190.673859,-0.588443
184.930954,0.373221
189.15477,-10.7228
182.483139,-5.66707
183.023285,-6.0301
186.671494,-4.66728
186.453094,-7.48909
190.710876,-1.07775
182.071198,-1.35654
190.975739,1.20299
192.642883,-2.38157
192.257523,-2.5743
187.916977,-10.8148
182.729141,0.405503
187.12674,2.10854
184.14566,-8.24194
192.785385,-1.44993
191.085419,-1.78422
185.522964,-7.24435
184.777802,-8.62356
187.510437,-1.47913
191.234512,0.637349
186.980316,-2.20025
184.035416,-6.78167
186.693909,-4.94334
187.801102,-9.68816
190.414597,-3.79695
185.030762,2.40882
192.35936,-8.70787
182.709656,0.595919
188.066544,-1.39218
191.238907,0.937058
185.88327,-5.63839
182.85968,-6.83839
187.6409,-3.94258
191.276871,0.636126
184.075729,-0.609968
191.638687,-8.35953
191.035675,-6.78546
189.606583,-0.810697
186.761703,-0.323721
184.463547,-6.58441
186.00441,-6.61051
184.447998,2.67782
186.398727,-3.11257
189.252411,-11.4033
190.306473,-2.43165
180.533997,0.0368502
189.319443,-3.72214
184.498459,0.988794
180.549713,-0.0521265
187.105774,-0.839291
187.949905,-9.92042
187.405563,2.60899
185.178452,1.10712
180.446518,-6.70483
190.676636,-1.90398
191.349274,-1.00613
187.733032,-10.4168
187.558487,2.33278
186.234009,2.76332
192.819336,-1.54005
190.011551,-4.93935
189.662155,0.241688
183.877777,-0.0494258
190.029282,0.816831
188.974365,-10.39
188.541336,2.19353
187.160645,-3.74385
186.55661,-4.64543
185.685684,-6.81091
187.47818,-2.0809
183.191589,-1.75163
187.221542,1.03932
193.08873,-1.77619
183.499329,-6.71737
193.228851,-2.20386
190.625015,-2.19019
189.010742,-10.5414
187.822754,-2.23857
180.277054,-5.75295
191.159927,-2.11816
187.411728,-7.64161
187.110748,-7.21011
184.418945,-3.84064
182.524826,0.444522
190.52887,-4.667
190.968582,0.075464
191.002411,0.656723
190.031372,-5.25662
193.580673,-1.68313
191.845901,-7.18872
191.101532,0.628636
181.357117,-3.54365
190.041504,-5.24185
192.269257,-7.12957
183.362778,-8.58132
184.286346,-4.84426
191.869827,-1.53561
180.690796,-6.8472
188.989777,2.04538
187,-0.820655
180.732376,-6.7738
180.692749,-6.79829
191.194885,-0.97273
186.372543,-7.4994
183.245529,-10.0441
182.313812,-2.15146
181.877701,-1.20461
182.455368,-1.47166
190.657501,-0.694252
191.95784,-1.78229
189.223755,-0.416197
180.471039,-6.58491
183.362167,-7.07744
189.154785,-0.84811
189.357529,-4.40243
184.079041,-6.14134
183.867203,-6.0373
191.788788,-1.63072
183.122818,-8.71245
184.627472,0.0132695
191.57486,1.40747
190.539215,-4.03386
186.077896,2.87856
189.281387,-1.18034
189.20079,-9.83462
193.721939,-2.57759
187.58345,-0.583138
192.315704,-1.79182
186.593246,-6.48631
183.894882,1.95691
188.577972,-3.58075
183.982346,2.01627
188.020737,-10.9335
191.106689,1.13914
187.876236,-0.895763
188.515717,-4.47142
187.354721,-1.93099
190.838882,0.989963
183.943787,-9.59889
186.724197,-9.23159
189.185349,-3.68322
181.424164,-7.10498
185.085266,-8.89582
190.631592,-4.25984
188.026367,1.40457
187.739914,1.71398
185.350372,1.29117
192.256424,-2.35746
189.101456,-11.159
190.204803,0.611556
181.829834,-4.39762
190.650787,-0.744411
192.307251,-8.25508
192.315659,-6.85409
191.112335,1.27435
180.65625,-3.24276
183.854462,-8.94056
185.962311,-7.47626
181.667252,-1.12336
189.066406,2.49413
181.589569,-3.02588
189.837051,1.10242
189.440018,-4.50744
191.59584,0.47778
192.745117,-1.15545
190.853577,0.610568
180.243271,-3.68782
188.542938,-3.99777
191.08136,-8.44347
190.458176,-4.50459
187.243835,-0.713644
182.556854,-6.71001
188.63298,1.34483
184.493301,-5.94765
181.134506,-2.47474
182.300522,0.744693
192.345856,-2.47563
182.581482,-8.62249
187.449356,-0.33458
188.166779,2.245
189.425674,-0.41149
182.089554,-4.29315
183.830566,-7.04471
184.773804,3.07147
184.444595,-4.50209
181.508102,-0.0237902
183.489655,-3.94094
187.299149,1.92359
189.214279,-10.6586
190.488205,-4.10932
191.291748,1.78929
190.417358,1.47839
187.880478,-4.75668
191.338959,1.40693
187.755203,0.821373
187.784851,-3.62785
182.596848,-7.93734
186.845337,-2.98723
188.3508,-5.45062
187.908234,-3.25054
186.510254,0.777839
190.073364,-1.30021
188.922653,-1.55218
184.913666,3.06426
191.157211,-7.83228
193.614426,-2.78043
190.966553,-6.80485
190.773376,-0.756658
183.718353,1.36555
187.837555,-3.68685
186.235519,2.77915
192.59111,-1.81376
189.475784,-10.559
190.858109,-1.17656
184.615784,1.0437
184.932617,-1.55747
182.388016,-8.36755
189.627716,-0.825733
191.546249,-8.79133
185.675995,-7.16485
186.048737,-6.69089
184.194992,-3.18568
186.270767,-9.90783
188.820999,-10.777
194.05043,-1.19868
181.411896,-7.12773
189.704514,-0.742198
185.95575,2.40597
182.084274,-0.0354487
181.262238,-3.87205
187.358704,1.38697
189.914551,-5.0856
181.067062,0.890962
190.786774,-0.744071
185.665649,2.61696
192.666351,-8.58231
191.704254,-8.1014
189.216156,-10.7099
187.145157,-0.964446
189.621521,1.4001
185.055435,-10.2225
185.959351,2.78814
189.556396,-2.40916
187.082474,-1.12761
190.814133,1.67312
188.102188,-10.4664
183.045212,-10.3742
189.091843,-0.803709
182.421814,-0.0831884
181.821228,-9.08061
188.195755,-1.16092
189.763443,-1.89103
185.484055,2.08085
184.343964,-6.97816
183.138123,-9.65519
182.972763,-2.48884
184.988373,-3.58858
187.914673,-0.570474
191.470779,0.474496
184.594742,2.01607
189.909866,-4.09776
184.691681,2.57106
184.530045,1.2545
190.798111,1.56144
190.838608,0.010666
188.684479,1.76657
184.576874,2.48874
184.832214,0.0443205
187.460815,2.03163
188.889267,-4.88386
186.591827,-7.57402
192.950958,-8.75586
180.095749,-2.36742
187.133163,2.45944
189.228058,-0.382488
191.222321,-7.97624
190.211716,-3.46034
184.655594,-1.48806
180.19902,-3.91949
193.956604,-1.515
182.52446,-5.71431
182.009125,-0.436833
186.677261,-7.85404
190.347794,-1.46663
190.444641,-5.76071
180.664352,-1.96968
190.473907,-1.659
192.708298,-9.07782
190.556244,1.80269
188.597336,-9.00719
181.127457,-0.143598
190.669205,-5.005
184.25174,-0.749114
182.230515,-0.125621
182.448837,-5.81374
189.913986,-3.85685
185.638992,1.02038
191.211823,0.992131
188.854675,-11.3242
182.902542,-8.87781
189.445755,-2.53319
188.860626,-8.97239
180.878113,-5.19885
188.462448,-4.38917
180.372772,-2.41809
187.984146,-10.9546
192.575211,-2.4023
183.536514,-7.31819
191.355179,-0.78268
193.19545,-6.92158
186.863113,-3.4851
186.564667,-10.5319
190.744995,-2.45314
188.829269,1.86722
190.78952,-0.783708
186.066498,-4.33816
192.400269,-8.51351
191.448471,-8.70336
189.698166,-9.77486
191.20546,-0.986542
185.904617,1.30873
192.405701,-1.86688
183.832932,-3.96375
185.621735,-7.56743
183.574966,-6.06589
182.683228,-9.07487
188.971405,-4.53586
191.162094,-1.90955
182.474625,-1.31408
187.117966,-2.08885
184.969116,-3.26732
182.01123,-2.30735
181.288223,-6.52462
186.054443,-9.10221
191.091537,0.735358
188.334671,-5.01132
185.834595,2.50749
193.775574,-2.43284
189.38945,-4.35637
193.971436,-1.38734
191.615356,-8.78426
180.803558,-6.93761
183.44928,-3.58684
189.56105,-1.32951
181.027191,0.23608
184.206116,2.61114
182.519211,-8.66424
184.847275,-10.2972
182.413925,-5.39609
193.542068,-3.06281
191.713348,-6.76816
180.947845,-2.33131
191.618423,-6.83718
187.23497,-1.91636
189.362518,-1.8143
184.835876,-0.656408
183.414612,-5.96503
183.860809,-3.79075
185.972839,-5.81725
190.591904,-1.95526
191.507553,-7.70167
190.07962,-4.64132
185.239471,-0.445288
190.312347,-4.11893
186.408005,-10.745
184.644424,-0.429572
191.304138,-1.33364
188.255707,2.33462
190.616974,-1.58459
190.461746,-4.69283
181.400177,0.270311
187.216202,2.10086
187.454834,2.01494
187.701248,-1.75766
189.324356,-2.06056
180.171982,-5.76486
189.28595,0.674774
189.624481,-2.47191
192.293854,-8.04689
192.494659,-2.28628
182.783508,-3.54451
180.329285,-2.85373
184.988983,-0.697554
192.126022,-7.64571
184.29538,-0.896382
188.198685,-11.1012
186.184387,-4.29569
180.016083,-6.92763
186.631561,0.986102
191.138321,-6.79448
186.646057,-1.86785
181.665588,0.652689
191.12355,1.56574
191.10997,-7.60799
182.35582,0.0930311
192.270172,-1.72137
182.185959,-0.804564
187.291443,-3.00847
192.823364,-1.51057
185.081802,-0.524177
187.272507,-7.60261
186.450577,-7.70922
190.017532,-5.23306
182.448318,-6.31658
191.124466,-2.60581
190.390564,-5.36229
187.357132,-4.85321
187.022675,-5.88466
188.273972,-9.82088
184.880981,-1.38429
189.868668,-9.18794
184.698929,-3.06675
192.248505,-1.94022
180.943665,-5.54257
187.307968,-6.71756
180.676376,-0.805893
189.766647,-0.48437
186.970337,-4.60104
187.894012,0.604278
185.852325,-4.03854
191.7155,1.31556
186.038193,-10.1594
181.77504,-4.94092
183.965088,1.48885
183.262634,-3.35123
189.453613,-4.6575
192.16188,-8.18515
190.856918,-8.595
191.156693,1.79052
188.927155,-9.55706
184.259583,-5.38904
186.856674,-0.392489
190.349335,1.47636
186.038712,-3.28502
193.670929,-1.66551
183.528076,0.443078
188.036942,-0.589793
185.473602,-7.87227
188.903549,-9.99571
183.948318,0.563539
189.789734,0.350074
180.732162,0.399212
186.859512,-0.864597
183.754761,-4.35484
186.193298,-8.63564
188.897247,1.90775
183.728485,-10.4917
180.850998,-3.20633
184.99942,-0.797172
193.631592,-2.30904
183.319778,-6.67614
186.299759,-10.4274
182.180359,-3.29157
180.724136,0.340532
183.482025,-5.9616
191.02594,0.725304
189.465042,-1.26353
187.120712,-3.51283
183.948624,-0.51822
186.910873,-2.14906
183.901779,-2.75951
184.521347,-6.9487
184.13916,-4.67153
183.9729,-0.587544
181.930267,-1.06544
187.469131,-5.23149
182.606689,-8.07162
185.624847,1.47549
193.481323,-2.81862
182.00766,-0.968337
185.246719,-0.469626
188.680634,-10.7221
191.95343,-7.07585
189.966461,-3.33606
191.802734,-7.65408
192.133163,-1.82808
185.506409,-9.48708
185.636398,0.953012
186.622177,-10.8784
187.447937,-3.13033
181.570801,-7.0449
188.406799,-0.374648
190.285568,0.863276
182.53363,-1.56962
180.509186,-6.15651
184.06279,-4.19883
193.624496,-2.00323
188.560791,-9.01147
182.294388,0.292127
189.293747,-2.69567
183.939636,-7.21025
190.773743,-8.4718
193.942505,-1.78881
182.720352,-8.75095
180.24437,-5.36028
181.536972,-0.104023
184.645798,-6.43342
191.147049,0.526776
187.527145,-6.16485
182.726776,-5.94014
193.372528,-1.01307
186.226242,-3.03216
185.083878,-0.881963
192.432877,-6.84614
186.447098,-9.48462
191.568542,2.04615
192.516586,-2.54976
186.383133,-10.1247
185.062912,-3.28705
190.712601,0.933083
183.864548,-9.08906
189.966125,2.02052
187.968719,2.71257
190.856918,-7.86171
186.832245,2.81684
191.596436,1.91357
191.176407,-1.49836
193.33638,-1.41128
192.294189,-2.34984
186.850586,-9.0533
182.203674,-7.12938
191.062546,1.62508
189.561661,-3.91497
187.578232,-1.86911
182.732178,-5.7562
185.23494,2.53854
189.095612,-0.867632
189.279846,-2.57358
182.465851,0.735703
188.107361,-11.163
189.218109,-9.94238
183.621613,-3.68169
190.234344,-2.78424
187.988205,-4.16541
189.272202,-2.68063
191.013275,-7.09416
181.717209,-10.1319
184.469254,-7.01651
186.505234,-3.66902
180.747955,-6.84006
183.7258,0.57796
186.859314,-7.90424
185.599396,-10.6319
183.679626,-8.35983
185.686172,-8.83103
190.085022,-4.29934
186.950119,-3.62933
188.731949,-10.6125
192.417816,-3.15042
186.224014,-7.94162
193.582626,-2.59489
182.62204,-6.05947
186.212173,-3.29589
193.009766,-2.32485
184.532578,-0.846232
181.491913,-5.04005
184.236038,-0.851944
187.421539,-4.2916
190.619171,1.09768
180.887009,1.00312
183.869766,-7.24016
189.764572,-4.60897
192.287643,-1.81625
191.273376,-7.88321
186.593445,-3.21125
185.2845,-1.51723
187.02916,-6.6964
187.931366,-10.6091
192.287781,-7.95515
189.432663,-3.33292
190.386307,2.17152
191.536453,-8.20821
186.178085,-9.58522
182.547882,-0.311053
185.730637,-9.0772
192.351379,-7.33617
193.666946,-1.37689
183.695496,-6.90764
182.434357,-1.47212
192.726822,-7.73006
189.245819,0.168046
183.790283,-6.89159
185.090576,-9.45449
186.792847,-9.27495
193.590179,-2.52406
186.788574,-7.42013
186.06749,-7.04727
185.958542,-7.831
189.568512,-1.33997
183.60788,-6.73886
186.715164,-9.48452
189.802094,0.820832
191.475037,-7.39976
188.17984,2.52428
182.631256,-0.72664
185.187286,2.82835
183.817657,-9.84683
192.051865,-1.05016
192.385849,-8.12691
184.308304,2.35149
189.287216,-10.1666
180.562866,-0.978923
188.152634,-2.47597
181.465302,-7.14178
182.018494,0.56487
184.123627,-9.55714
190.86142,1.16194
185.502914,2.89946
181.443146,-5.06172
191.212463,-0.696052
184.153015,-1.08234
183.807632,2.67865
189.225723,-5.65762
182.442688,-1.41937
183.100174,-6.91786
191.332352,0.944735
185.185257,1.36569
184.842209,-4.7569
192.526703,-1.74335
191.886917,-8.80856
181.30011,-4.02348
183.686981,-5.97566
187.437744,-1.52682
189.438522,1.02367
192.044205,-1.64213
190.599014,-1.41815
191.950439,-7.05259
187.550354,-4.36469
185.472366,2.06745
188.191727,-0.923534
184.189606,0.0994738
189.146576,-0.521087
191.8685,-2.58251
191.785553,-8.7199
186.05603,2.77012
180.364182,-3.64941
186.779694,-9.5168
190.092087,1.35135
183.480209,-5.30137
191.129578,-2.03269
188.998245,-3.23773
188.894073,-9.27354
189.53067,-9.32613
189.853119,1.40912
191.872498,-2.57505
181.905334,-9.1406
185.023117,-2.93706
182.950729,-5.51481
183.516006,-6.1334
186.191635,-0.399076
181.655014,-2.65052
187.235764,-3.09117
188.893967,-3.56923
189.939743,2.09528
185.637466,-4.05834
184.016663,-1.83355
183.885849,-6.89668
188.734924,-3.68159
189.036255,-10.1054
184.382751,3.25068
187.097015,2.15415
187.469894,-0.296427
185.900635,-6.0587
186.38179,-2.01728
180.443192,-0.487594
189.702545,-2.53856
187.56955,-5.1458
191.606995,1.45484
191.5784,-8.68921
190.535126,-5.59539
192.583252,-1.49738
189.899582,-3.30734
192.38855,-1.47777
180.535202,-0.236911
186.709595,-3.86272
185.096237,-6.80327
185.547089,-4.61569
190.166412,-5.75814
183.805832,-2.63445
192.304169,-8.73894
187.128494,-3.60223
192.471863,-7.32106
187.995728,1.42098
188.625061,2.13083
182.364349,-8.0681
190.603149,-0.908626
188.155869,-10.5209
190.990402,0.105574
181.520432,-0.331546
191.976501,-2.03229
184.144913,1.73221
187.158371,-0.780037
188.691544,-3.5704
183.815216,-1.28618
190.703674,0.604469
188.271698,1.94206
186.557449,-4.65794
187.841812,0.610023
183.253983,-3.82722
190.62767,0.795686
181.192886,-0.0153452
189.38797,-10.3842
187.649231,-3.21392
191.347427,1.36945
189.826263,1.55827
190.594742,-0.708487
190.057297,-1.63016
185.928329,-4.90092
182.366287,0.0236364
187.020584,-7.85754
184.905563,3.08218
191.758469,-7.47677
188.199142,-10.2872
187.566055,1.3151
189.677734,-1.36634
191.168213,1.14619
187.828827,-4.15471
191.842361,-2.78065
193.281876,-2.83358
183.994751,3.37067
181.299667,-3.25409
193.631104,-2.50816
193.753418,-3.15879
191.873306,-1.46166
185.007355,1.1799
185.057236,-10.2133
190.454025,-4.88892
180.130585,-5.94457
187.83873,-10.2873
180.64003,-5.63324
187.960312,1.38471
187.771164,-10.8049
190.205627,-5.03652
180.251785,-2.5575
187.437576,2.84401
187.573395,-0.899193
192.214676,-9.00702
189.440445,-1.36117
191.558243,0.308176
192.54747,-1.44809
190.726761,0.446867
192.002838,-1.69942
191.065811,-7.24782
184.303726,-6.08284
190.167557,2.13361
190.487747,2.25409
181.162216,0.482294
181.123535,-4.26071
182.506744,-1.25469
186.532867,-0.603552
188.372803,0.596482
183.104523,-5.98586
189.965118,-5.0945
191.995544,-2.56836
188.296432,-10.6916
183.362915,-7.1123
187.836136,-10.5685
183.092636,-6.87752
183.259689,-4.55332
189.830261,1.4388
185.178665,-0.290017
192.823013,-1.98378
184.246536,-7.14603
181.70517,-0.379067
190.00563,1.45463
190.02742,-2.31771
182.207336,-2.36034
186.438904,-3.56337
191.453629,-8.35268
190.525604,0.551929
188.84259,1.9219
190.606903,1.56549
182.114578,-8.19001
182.093552,-1.24807
186.03627,-2.92037
184.326645,-2.96888
189.122559,-9.25526
189.198669,-10.7594
181.111389,0.0258961
191.964325,-2.83057
190.700882,-2.72928
180.920502,-0.325937
190.928833,-1.94374
190.217163,0.753316
192.502472,-8.2973
187.419128,0.499064
189.153549,-9.42817
193.723877,-2.07851
184.58017,-4.8794
184.113953,-0.143772
184.863785,-0.467172
190.907806,-1.36148
187.301086,-2.06246
180.896713,-1.30614
191.912567,-1.71274
186.646988,-8.89842
184.647888,-3.08085
183.738571,-0.0737686
189.610901,-0.943969
182.999588,-5.67402
193.788422,-1.09183
183.985168,3.25967
185.936707,1.9974
185.587891,-10.288
182.957275,-2.66625
185.416351,1.33034
187.612671,-0.721266
190.038818,-4.34924
181.897522,-8.5114
187.905029,1.7896
188.02063,-10.7076
186.858505,-2.92822
184.335129,2.59798
186.982498,-3.28942
186.908218,-5.78863
189.586868,-0.969107
191.777374,-3.10784
180.597549,-6.98196
187.147858,-7.18131
191.452652,0.683368
187.655792,-3.86651
191.381607,0.901705
189.510239,-0.712338
189.859283,-9.32505
180.707809,-6.07591
188.138748,-10.96
188.92009,2.21308
189.692871,0.418273
192.333694,-2.00882
183.733002,-3.22148
188.401794,-0.946792
184.543304,-2.44076
189.619949,-1.3346
186.640823,-8.90271
191.872162,-1.69176
187.149872,2.85885
190.291489,-4.99852
192.041565,-8.90807
184.774307,-1.67639
183.194534,-9.99391
185.728836,-3.66716
192.149445,-9.00119
187.639603,-0.133879
188.94194,2.02272
180.891022,-5.48585
186.022034,-2.99947
186.894913,-1.77935
184.23822,-6.11623
190.112778,1.30343
192.130356,-8.01989
184.994812,-9.69995
183.395477,-6.87636
191.241989,0.45473
187.677933,-0.551241
193.056183,-8.54821
193.78981,-1.09113
187.249527,-2.96505
187.568436,-6.44831
187.53894,-3.2437
187.113617,2.0472
193.048721,-1.68376
192.037201,-1.64774
192.765549,-3.21017
183.987991,-1.07512
185.83847,-9.43426
184.832458,-5.51558
185.738846,-5.68828
186.201248,-9.43037
189.626831,-4.82165
187.029312,-0.602599
185.204544,-2.59474
189.896667,-2.74624
192.600143,-1.81574
192.512527,-1.39351
190.446136,-1.86326
181.682922,0.623627
184.248306,-6.05508
187.396912,-10.7004
188.490524,-10.3208
190.830185,-1.57511
188.792358,1.88163
180.325745,-6.75963
186.003754,-6.91628
191.434753,0.799671
188.704407,-10.5855
189.157791,-10.3598
182.683319,-9.07943
189.330032,-9.52607
186.053497,-8.96803
184.046448,1.2555
189.475769,1.37582
186.005447,-9.13756
183.434967,-3.24722
183.980011,-8.32936
190.867691,-1.23546
189.464508,-1.30344
190.439606,-5.25896
181.427231,-3.63448
184.56662,-1.09642
192.398056,-6.68162
187.1875,-6.88108
190.430328,-1.49944
188.319458,-9.02775
182.816879,-3.68542
189.19548,-9.81494
185.194427,1.3941
190.218781,-5.41548
180.931595,-2.28963
190.36673,-4.78566
191.161118,-2.11835
187.594681,-1.74603
190.380249,-1.27424
183.990387,-7.17976
189.413666,-9.11518
181.709137,0.0561423
186.150925,-5.89531
184.624176,-4.64061
184.712097,-5.50872
193.061691,-2.19924
183.65184,-5.36871
186.809402,-10.8179
187.300812,1.60872
180.62001,-2.75533
182.311005,-6.00547
184.315262,-3.14032
185.645401,1.7516
183.659714,-5.25508
182.846512,-3.83624
184.006851,-0.625939
