ra,dec
 204.2528687, -14.8296232
 201.5408936, -14.8139048
 200.8533478, -14.813509
 211.0388794, -14.8113174
 205.3335114, -14.807209
 202.4885712, -14.8058271
 200.9144745, -14.8049908
 210.515274, -14.8013487
 203.8235321, -14.7997494
 201.2026978, -14.7912674
 209.225235, -14.7883348
 211.4519501, -14.78687
 201.2819214, -14.770649
 200.4826202, -14.7691221
 201.9263916, -14.7685986
 202.6427307, -14.7684402
 209.2950745, -14.7630711
 203.8125458, -14.7630072
 210.5809479, -14.7610674
 210.2386322, -14.7449389
 202.5023499, -14.7435827
 202.074585, -14.7432013
 202.133728, -14.7431002
 200.3249664, -14.7271557
 200.9134827, -14.7253017
 201.9505615, -14.7192984
 202.3229218, -14.697319
 202.3530273, -14.6959648
 210.434082, -14.6926556
 202.3296967, -14.6916332
 201.4645386, -14.6871386
 205.0605316, -14.6857853
 201.7303467, -14.6843157
 209.3301086, -14.6802073
 201.0531616, -14.6754885
 202.2105713, -14.6737547
 211.300293, -14.6734171
 204.5949249, -14.6704521
 202.3934021, -14.6682215
 202.4079895, -14.6632061
 202.388916, -14.663166
 202.3724213, -14.6625786
 202.3679047, -14.6594353
 199.5261383, -14.6486502
 203.8976593, -14.6477356
 201.9706268, -14.6471872
 205.1944885, -14.6442747
 209.1979065, -14.6369524
 210.1850433, -14.6331263
 209.3652191, -14.6316404
 202.4715576, -14.6312256
 209.2540436, -14.629797
 209.2441101, -14.627285
 209.3019562, -14.6184092
 205.0799103, -14.6174097
 200.348587, -14.6124821
 202.6257324, -14.6053429
 202.0629883, -14.6017799
 210.9075775, -14.5997601
 211.5294647, -14.5937071
 200.4204102, -14.5919981
 210.4880981, -14.5917673
 209.6098633, -14.5872335
 205.2988586, -14.5851612
 209.5724335, -14.5815191
 209.2615051, -14.5772028
 201.8406677, -14.5767117
 210.2476807, -14.5759563
 199.5240021, -14.5698404
 201.2038269, -14.5678701
 204.8899841, -14.5667048
 210.7060699, -14.5527592
 202.7085114, -14.5488691
 210.3130035, -14.5434637
 210.6082001, -14.5394421
 211.0094299, -14.5317764
 210.0917664, -14.5290947
 209.1926117, -14.5283899
 199.1975098, -14.5199604
 201.747757, -14.5044851
 210.6560516, -14.4980698
 200.9570618, -14.4974184
 199.0630798, -14.4973326
 211.2298126, -14.4968157
 202.2576141, -14.4944801
 199.0049744, -14.4926462
 200.3144684, -14.4907207
 202.6981049, -14.4904003
 210.9376678, -14.4885931
 202.1369934, -14.4884939
 201.6260834, -14.4872532
 209.1877594, -14.4823551
 198.9674225, -14.4777222
 209.1891785, -14.4761877
 200.5508728, -14.4634476
 199.1111298, -14.4629555
 210.8901215, -14.4613295
 199.5433807, -14.4606342
 199.4652557, -14.4574184
 201.688858, -14.4529781
 198.1580811, -14.4509373
 201.6725769, -14.4506922
 210.8073578, -14.4463873
 198.3537903, -14.4438629
 209.3628082, -14.4331121
 201.3074036, -14.4306908
 209.441925, -14.4292459
 201.3226624, -14.4261703
 202.5427094, -14.4254313
 202.4074707, -14.4119329
 211.3082733, -14.4106207
 204.9098358, -14.4054041
 210.0062103, -14.401123
 203.4018097, -14.399127
 204.2379608, -14.3967857
 210.31987, -14.3943195
 198.2784882, -14.3886414
 210.8717957, -14.3802423
 209.7472382, -14.3800011
 203.8848114, -14.3773184
 210.2777863, -14.3663969
 199.4663696, -14.3611479
 203.4135132, -14.3560457
 210.5035706, -14.3495665
 203.7190704, -14.3461628
 199.4370422, -14.3438435
 210.9040375, -14.3376131
 197.4623718, -14.3357954
 197.9637604, -14.3308458
 210.8226624, -14.329875
 200.7204437, -14.3269072
 204.0076904, -14.3254547
 204.302948, -14.3250637
 205.1695099, -14.324791
 209.2708588, -14.3247757
 201.4687195, -14.3165541
 210.9456787, -14.3154039
 210.9268799, -14.3142567
 201.2107391, -14.3139896
 198.7201233, -14.3122721
 199.5420227, -14.30972
 203.3949432, -14.3092508
 209.5799408, -14.3067026
 200.7626648, -14.3049307
 209.1912994, -14.3025866
 205.0227356, -14.3018932
 210.2440948, -14.3016396
 210.4948578, -14.2954178
 203.9506989, -14.2938442
 205.2955933, -14.2924099
 201.2935791, -14.2903242
 211.5954132, -14.2898579
 209.2011108, -14.2852964
 211.2395172, -14.278203
 209.9676208, -14.2662411
 204.891571, -14.2594414
 210.4721985, -14.2584229
 197.928009, -14.2556057
 199.4195251, -14.254076
 210.2116241, -14.2513008
 203.4270782, -14.2477331
 200.2443848, -14.2442369
 197.8883209, -14.2420464
 204.1444397, -14.2394361
 197.7525177, -14.2275381
 210.308075, -14.2241592
 201.4156036, -14.218749
 197.3160858, -14.2144356
 211.0671844, -14.2139292
 211.1278076, -14.2103233
 200.2964172, -14.2090988
 203.5182495, -14.2013807
 210.4915619, -14.2003918
 209.3287201, -14.1996164
 204.1005554, -14.1986179
 197.8267212, -14.1978941
 201.9259338, -14.1960287
 209.331604, -14.1953201
 199.5975647, -14.1948977
 210.6265259, -14.1947918
 197.7532806, -14.1913662
 197.8267365, -14.1905489
 199.3343048, -14.1904211
 202.3039551, -14.1888905
 202.0069885, -14.185421
 211.2045288, -14.1830769
 204.4380188, -14.1804514
 197.638504, -14.1746845
 199.6396484, -14.1739845
 200.3433685, -14.1708879
 199.7444611, -14.1706734
 209.26091, -14.1696539
 199.6435394, -14.1695623
 204.2780457, -14.168973
 199.7120819, -14.1628923
 209.5409088, -14.161128
 200.3095245, -14.1610098
 202.0465698, -14.1554384
 200.8519135, -14.1516066
 209.376297, -14.1492548
 197.8969727, -14.1482925
 209.3942871, -14.147872
 211.5446167, -14.146349
 204.0386353, -14.1450872
 197.9040222, -14.1440353
 197.4814148, -14.1365557
 198.4565125, -14.1298819
 211.1128387, -14.1283159
 210.5857849, -14.12813
 209.9471283, -14.1211472
 197.9422607, -14.118288
 210.8672333, -14.1182556
 201.9827271, -14.116827
 200.8148346, -14.114646
 199.2538452, -14.1091251
 203.8907776, -14.1080112
 211.2332458, -14.1064653
 198.4199829, -14.1061764
 205.1313019, -14.1025372
 200.4480133, -14.1003437
 197.7990112, -14.0970078
 209.4333038, -14.0940981
 198.4534912, -14.0934887
 199.7065277, -14.0878363
 200.7757263, -14.0866261
 211.1158447, -14.0854235
 209.4538269, -14.0817032
 211.1231384, -14.0792618
 209.2875214, -14.0774717
 200.6659698, -14.0772171
 211.1077118, -14.0764036
 203.2914276, -14.0758457
 201.2939606, -14.0721493
 209.4090881, -14.0674248
 205.1213074, -14.0537767
 204.6789246, -14.0472832
 197.8577728, -14.0364857
 204.4810028, -14.0362492
 204.4322205, -14.035368
 204.4810638, -14.0315084
 200.4469299, -14.030015
 204.7884064, -14.0282936
 197.4358368, -14.0241117
 202.1348419, -14.0185919
 209.7469788, -14.0162764
 204.7623901, -14.0153284
 209.3489227, -14.0145292
 210.3227692, -14.012845
 200.3912506, -14.0094337
 204.4549713, -14.0062408
 211.4258881, -14.0021458
 211.1409149, -14.0002222
 200.4659119, -13.9995928
 211.4525146, -13.9975481
 199.18396, -13.9968033
 205.0456543, -13.9859867
 204.6229858, -13.9854288
 198.9333801, -13.9832716
 202.0376587, -13.9822922
 204.5885315, -13.9766254
 203.825058, -13.9738207
 211.2799377, -13.9735079
 197.5106964, -13.9726524
 198.7660217, -13.971736
 210.9517365, -13.9707108
 201.8710785, -13.9674711
 202.7196503, -13.9625988
 210.0740204, -13.9587421
 198.6424561, -13.95543
 211.466568, -13.9522333
 211.4705963, -13.9504662
 202.5052032, -13.949152
 200.7388763, -13.9440727
 204.6945343, -13.9440575
 211.2296295, -13.9440079
 210.9355316, -13.9398241
 197.7296143, -13.9384937
 201.014801, -13.9360209
 204.5980225, -13.9289198
 211.3125153, -13.9236593
 209.3186951, -13.9193468
 204.4384766, -13.9155569
 199.4855957, -13.9133635
 204.588089, -13.908658
 201.8297729, -13.9055529
 199.2956696, -13.9021091
 201.8952942, -13.8977289
 211.3151398, -13.8931665
 209.3937225, -13.8929415
 211.5256958, -13.8902359
 197.7437439, -13.885622
 203.780014, -13.8806553
 211.3065643, -13.8759251
 211.312149, -13.8754406
 198.0167236, -13.8732433
 199.1885223, -13.8723822
 201.0160675, -13.8711338
 209.3765106, -13.8704271
 204.3727722, -13.8694153
 203.4306793, -13.867898
 201.2565002, -13.8663712
 199.4329834, -13.8660698
 211.4344482, -13.8620377
 211.58284, -13.8604946
 204.5446777, -13.8521843
 199.6212006, -13.8515024
 211.4628448, -13.8502016
 199.5664673, -13.8477449
 203.5879669, -13.8437004
 197.8873901, -13.8425274
 209.9991302, -13.8415117
 201.5051422, -13.8345976
 210.9750977, -13.8332968
 210.7024689, -13.8317862
 210.9301453, -13.8275328
 203.9252319, -13.8269644
 204.276474, -13.8256025
 197.7462158, -13.8231297
 199.1474304, -13.8209248
 199.2036896, -13.8092451
 205.0299835, -13.8052826
 211.4039459, -13.8034105
 200.5005951, -13.8026018
 199.2113495, -13.8006363
 203.4514008, -13.7971249
 210.8839264, -13.7958288
 201.50354, -13.7943487
 200.7923584, -13.7929144
 204.2753143, -13.7904034
 205.3690338, -13.7903786
 199.0088043, -13.7903433
 200.7940826, -13.7900152
 211.332077, -13.7848263
 203.4506378, -13.7829218
 198.8126373, -13.7821655
 199.1064606, -13.7805862
 203.4816284, -13.7780533
 199.6255646, -13.7765074
 204.0325317, -13.7702894
 202.1496429, -13.7661037
 210.9703369, -13.7651443
 205.1739349, -13.7630291
 202.104126, -13.7403851
 202.4526215, -13.7398472
 204.29776, -13.7368336
 204.1281128, -13.7348833
 199.1484222, -13.7345247
 200.6907806, -13.7329836
 203.9225464, -13.7309923
 200.9894104, -13.7287951
 198.4196625, -13.7287474
 203.5465851, -13.7282848
 197.9961395, -13.7273607
 211.4910736, -13.7271671
 199.2286377, -13.7244396
 209.3111877, -13.7218857
 199.5863495, -13.7210112
 203.8554077, -13.7153969
 203.7936096, -13.7127409
 204.1750183, -13.7105742
 197.5201416, -13.7056074
 210.7376862, -13.7040787
 199.5642853, -13.687911
 204.4249878, -13.6851711
 204.3718719, -13.6811037
 204.8277435, -13.6776857
 203.8832092, -13.6754522
 204.3442383, -13.6752005
 198.4597473, -13.671401
 202.0910645, -13.6649427
 204.4246521, -13.6622524
 202.5050964, -13.6599236
 205.3251495, -13.6597624
 201.6029816, -13.6574411
 200.4794312, -13.6502295
 210.6371002, -13.6423798
 203.5915527, -13.6360865
 202.0241089, -13.6356411
 202.4981079, -13.6277208
 205.2713623, -13.6258345
 201.9477386, -13.6245489
 203.9420776, -13.6223469
 210.3700714, -13.6194229
 198.7368774, -13.6160994
 205.3331299, -13.6131725
 204.518692, -13.6125212
 199.5882568, -13.6108704
 199.2771301, -13.6089077
 203.883255, -13.6084957
 199.2058716, -13.6069736
 199.2821045, -13.6043863
 205.2494507, -13.6042747
 205.0344238, -13.6040478
 210.0646667, -13.6032228
 199.2797852, -13.601716
 199.5845184, -13.6008167
 201.6447906, -13.597578
 202.4106903, -13.5969
 198.5176697, -13.5965214
 198.2505646, -13.5928316
 204.1754608, -13.5886536
 205.2301178, -13.587532
 198.4203491, -13.5751657
 209.3433075, -13.5747423
 205.0370636, -13.5649281
 201.1661072, -13.5613737
 205.3132172, -13.5556211
 197.7393188, -13.5525131
 204.5367432, -13.5463791
 198.3195496, -13.5420284
 199.3455505, -13.5357523
 199.1474152, -13.5357218
 203.5737, -13.5356445
 205.2371674, -13.5320549
 197.5767975, -13.5300179
 198.733902, -13.5281668
 198.4848022, -13.5145502
 198.497467, -13.5092068
 204.40802, -13.4933729
 198.7831268, -13.4921837
 202.7910614, -13.4872437
 203.9033966, -13.4820662
 198.7284393, -13.479455
 204.4438629, -13.4736042
 201.3126526, -13.4666233
 198.6950836, -13.4627934
 198.8584137, -13.4569397
 200.3810883, -13.4541063
 200.4028168, -13.4489479
 200.7913513, -13.4484062
 203.5346832, -13.4474955
 203.3249512, -13.4435978
 202.853775, -13.44207
 202.1156158, -13.4348001
 198.8495026, -13.4323559
 198.0046997, -13.4319906
 201.686142, -13.4258165
 203.8252106, -13.4249945
 203.5408783, -13.4234123
 203.3391876, -13.4225826
 203.5226746, -13.4158621
 198.9477081, -13.3996983
 198.7844086, -13.3972559
 198.8041687, -13.3932934
 205.8239899, -13.3888512
 204.4969177, -13.3814859
 202.8158569, -13.3728218
 197.6167755, -13.3697615
 205.0737762, -13.3696041
 203.5979767, -13.3665504
 202.7157745, -13.3618422
 201.2970123, -13.3548307
 201.0982361, -13.34863
 202.6109467, -13.3483047
