ra,dec
352.76322,-2.61381
352.85889,-2.54609
352.94177,-2.48333
353.01157,-2.42564
353.06801,-2.37315
353.1108,-2.32596
353.13966,-2.2842
353.15432,-2.24799
353.15449,-2.21744
353.13992,-2.19267
353.11035,-2.17377
353.06552,-2.16087
353.00521,-2.15407
352.92918,-2.15345
352.83723,-2.15912
352.72917,-2.17115
