ra,dec
350.78015,0.66906
350.6332,0.58728
350.5026,0.51093
350.39154,0.4419
350.28257,0.36781
350.21294,0.31381
350.1641,0.26782
350.13664,0.23026
350.13096,0.2015
350.14725,0.18177
350.19575,0.17027
350.26003,0.17093
350.34877,0.18137
350.45856,0.20142
350.58923,0.23096
350.69247,0.25711
350.78611,0.28239
