ra,dec
284.29952,-20.95824
284.14349,-20.99379
284.02927,-21.02622
283.96645,-21.05229
283.94460,-21.07735
283.97556,-21.09791
284.06026,-21.11365
284.19801,-21.12435
284.47543,-21.13067
