ra,dec
347.88300,-6.28727
347.88237,-6.28755
347.88174,-6.28783
347.88111,-6.28811
347.88048,-6.28839
347.87985,-6.28867
347.87922,-6.28895
347.87859,-6.28923
347.87795,-6.28951
347.87732,-6.28979
347.87669,-6.29008
347.87605,-6.29036
347.87541,-6.29064
347.87478,-6.29092
347.87414,-6.29121
347.87350,-6.29149
347.87286,-6.29177
347.87223,-6.29206
347.87159,-6.29234
347.87095,-6.29263
347.87030,-6.29291
347.86966,-6.29320
347.86902,-6.29348
347.86838,-6.29377
347.86773,-6.29405
347.86709,-6.29434
347.86645,-6.29463
347.86580,-6.29491
347.86515,-6.29520
347.86451,-6.29549
347.86386,-6.29577
347.86321,-6.29606
347.86256,-6.29635
347.86191,-6.29664
347.86126,-6.29693
347.86061,-6.29721
347.85996,-6.29750
347.85931,-6.29779
347.85866,-6.29808
347.85800,-6.29837
347.85735,-6.29866
347.85669,-6.29895
347.85604,-6.29924
347.85538,-6.29953
347.85473,-6.29982
347.85407,-6.30011
347.85341,-6.30040
347.85275,-6.30070
347.85209,-6.30099
347.85144,-6.30128
347.85077,-6.30157
347.85011,-6.30186
347.84945,-6.30216
347.84879,-6.30245
347.84813,-6.30274
347.84746,-6.30304
347.84680,-6.30333
347.84614,-6.30362
347.84547,-6.30392
347.84480,-6.30421
347.84414,-6.30451
347.84347,-6.30480
347.84280,-6.30510
347.84213,-6.30539
347.84146,-6.30569
347.84079,-6.30598
347.84012,-6.30628
347.83945,-6.30658
347.83878,-6.30687
347.83811,-6.30717
347.83744,-6.30747
347.83676,-6.30777
347.83609,-6.30806
347.83541,-6.30836
347.83474,-6.30866
347.83406,-6.30896
347.83339,-6.30926
347.83271,-6.30956
347.83203,-6.30985
347.83135,-6.31015
347.83067,-6.31045
347.82999,-6.31075
347.82931,-6.31105
347.82863,-6.31135
347.82795,-6.31165
347.82727,-6.31196
347.82658,-6.31226
347.82590,-6.31256
347.82522,-6.31286
347.82453,-6.31316
347.82385,-6.31346
347.82316,-6.31377
347.82247,-6.31407
347.82179,-6.31437
347.82110,-6.31467
347.82041,-6.31498
347.81972,-6.31528
347.81903,-6.31559
347.81834,-6.31589
347.81765,-6.31619
347.81696,-6.31650
347.81627,-6.31680
347.81557,-6.31711
347.81488,-6.31741
347.81419,-6.31772
347.81349,-6.31802
347.81280,-6.31833
347.81210,-6.31864
347.81140,-6.31894
347.81071,-6.31925
347.81001,-6.31956
347.80931,-6.31986
347.80861,-6.32017
347.80791,-6.32048
347.80721,-6.32079
347.80651,-6.32109
347.80581,-6.32140
347.80511,-6.32171
347.80441,-6.32202
347.80370,-6.32233
347.80300,-6.32264
347.80229,-6.32295
347.80159,-6.32326
347.80088,-6.32357
347.80018,-6.32388
347.79947,-6.32419
347.79876,-6.32450
347.79805,-6.32481
347.79735,-6.32512
347.79664,-6.32543
347.79593,-6.32575
347.79522,-6.32606
347.79450,-6.32637
347.79379,-6.32668
347.79308,-6.32699
347.79237,-6.32731
347.79165,-6.32762
347.79094,-6.32793
347.79023,-6.32825
347.78951,-6.32856
347.78879,-6.32888
347.78808,-6.32919
347.78736,-6.32950
347.78664,-6.32982
347.78592,-6.33013
347.78520,-6.33045
347.78449,-6.33077
347.78377,-6.33108
347.78304,-6.33140
347.78232,-6.33171
347.78160,-6.33203
347.78088,-6.33235
347.78016,-6.33266
347.77943,-6.33298
347.77871,-6.33330
347.77798,-6.33362
347.77726,-6.33393
347.77653,-6.33425
347.77580,-6.33457
347.77508,-6.33489
347.77435,-6.33521
347.77362,-6.33553
347.77289,-6.33585
347.77216,-6.33616
347.77143,-6.33648
347.77070,-6.33680
347.76997,-6.33712
347.76924,-6.33744
347.76850,-6.33777
347.76777,-6.33809
347.76704,-6.33841
347.76630,-6.33873
347.76557,-6.33905
347.76483,-6.33937
347.76409,-6.33969
347.76336,-6.34002
347.76262,-6.34034
347.76188,-6.34066
347.76114,-6.34098
347.76040,-6.34131
347.75966,-6.34163
347.75892,-6.34195
347.75818,-6.34228
347.75744,-6.34260
347.75670,-6.34293
347.75596,-6.34325
347.75521,-6.34357
347.75447,-6.34390
347.75373,-6.34422
347.75298,-6.34455
347.75223,-6.34488
347.75149,-6.34520
347.75074,-6.34553
347.74999,-6.34585
347.74925,-6.34618
347.74850,-6.34651
347.74775,-6.34683
347.74700,-6.34716
347.74625,-6.34749
347.74550,-6.34782
347.74475,-6.34814
347.74400,-6.34847
347.74324,-6.34880
347.74249,-6.34913
347.74174,-6.34946
347.74098,-6.34979
347.74023,-6.35011
347.73947,-6.35044
347.73872,-6.35077
347.73796,-6.35110
347.73720,-6.35143
347.73644,-6.35176
347.73569,-6.35209
347.73493,-6.35242
347.73417,-6.35275
347.73341,-6.35309
347.73265,-6.35342
347.73189,-6.35375
347.73112,-6.35408
347.73036,-6.35441
347.72960,-6.35474
347.72884,-6.35508
347.72807,-6.35541
347.72731,-6.35574
347.72654,-6.35608
347.72578,-6.35641
347.72501,-6.35674
347.72424,-6.35708
347.72348,-6.35741
347.72271,-6.35774
347.72194,-6.35808
347.72117,-6.35841
347.72040,-6.35875
347.71963,-6.35908
347.71886,-6.35942
347.71809,-6.35975
347.71732,-6.36009
347.71655,-6.36043
347.71577,-6.36076
347.71500,-6.36110
347.71423,-6.36143
347.71345,-6.36177
347.71268,-6.36211
347.71190,-6.36245
347.71112,-6.36278
347.71035,-6.36312
347.70957,-6.36346
347.70879,-6.36380
347.70801,-6.36413
347.70723,-6.36447
347.70646,-6.36481
347.70568,-6.36515
347.70489,-6.36549
347.70411,-6.36583
347.70333,-6.36617
347.70255,-6.36651
347.70177,-6.36685
347.70098,-6.36719
347.70020,-6.36753
347.69941,-6.36787
347.69863,-6.36821
347.69784,-6.36855
347.69706,-6.36889
347.69627,-6.36923
347.69548,-6.36958
347.69469,-6.36992
347.69391,-6.37026
347.69312,-6.37060
